Kind,Name,Essential,Cyclomatic,CyclomaticModified,CyclomaticStrict
Public Constructor,"com.nostra13.universalimageloader.core.LoadAndDisplayImageTask.LoadAndDisplayImageTask",1,1,1,1
Private Method,"com.nostra13.universalimageloader.core.LoadAndDisplayImageTask.checkTaskIsInterrupted",1,2,2,3
Private Method,"com.nostra13.universalimageloader.core.LoadAndDisplayImageTask.checkTaskIsNotActual",1,3,3,4
Public Method,"com.nostra13.universalimageloader.core.LoadAndDisplayImageTask.checkTaskIsNotActual.(Anon_1).run",1,1,1,1
Private Method,"com.nostra13.universalimageloader.core.LoadAndDisplayImageTask.decodeImage",1,2,2,2
Private Method,"com.nostra13.universalimageloader.core.LoadAndDisplayImageTask.decodeWithOOMHandling",3,6,4,6
Private Method,"com.nostra13.universalimageloader.core.LoadAndDisplayImageTask.fireImageLoadingFailedEvent",1,2,2,2
Public Method,"com.nostra13.universalimageloader.core.LoadAndDisplayImageTask.fireImageLoadingFailedEvent.(Anon_2).run",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.LoadAndDisplayImageTask.run",12,20,20,22
Private Method,"com.nostra13.universalimageloader.core.LoadAndDisplayImageTask.saveImageOnDisc",3,3,3,4
Private Method,"com.nostra13.universalimageloader.core.LoadAndDisplayImageTask.tryLoadBitmap",6,12,12,12
Public Method,"com.nostra13.universalimageloader.core.assist.FailReason.valueOf",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.assist.FailReason.values",1,1,1,1
Public Constructor,"com.nostra13.universalimageloader.core.assist.FlushedInputStream.FlushedInputStream",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.assist.FlushedInputStream.skip",4,4,4,4
Abstract Method,"com.nostra13.universalimageloader.core.assist.ImageLoadingListener.onLoadingCancelled",1,1,1,1
Abstract Method,"com.nostra13.universalimageloader.core.assist.ImageLoadingListener.onLoadingComplete",1,1,1,1
Abstract Method,"com.nostra13.universalimageloader.core.assist.ImageLoadingListener.onLoadingFailed",1,1,1,1
Abstract Method,"com.nostra13.universalimageloader.core.assist.ImageLoadingListener.onLoadingStarted",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.assist.ImageScaleType.valueOf",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.assist.ImageScaleType.values",1,1,1,1
Public Constructor,"com.nostra13.universalimageloader.core.assist.ImageSize.ImageSize",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.assist.ImageSize.getHeight",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.assist.ImageSize.getWidth",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.assist.ImageSize.toString",1,1,1,1
