Kind,Name,SumCyclomatic,AvgCyclomatic,MaxCyclomatic,CountClassDerived,MaxInheritanceTree,CountDeclMethodAll,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountClassBase,MaxEssential
File,"C:\f1\JUnit\src\test\java\org\junit\tests\description\AnnotatedDescriptionTest.java",13,1,1,,,,13,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\description\SuiteDescriptionTest.java",3,1,1,,,,3,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\description\TestDescriptionTest.java",1,1,1,,,,1,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\AssumptionTest.java",28,1,3,,,,25,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\AssumptionViolatedExceptionTest.java",4,1,1,,,,4,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\ExperimentalTests.java",0,0,0,,,,0,,,,0
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\MatcherTest.java",2,1,1,,,,2,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\categories\CategoriesAndParameterizedTest.java",10,1,1,,,,10,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\categories\CategoryTest.java",27,1,1,,,,27,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\max\DescriptionTest.java",3,1,1,,,,3,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\max\JUnit38SortingTest.java",8,1,2,,,,7,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\max\MaxStarterTest.java",34,1,2,,,,33,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\parallel\ParallelClassTest.java",6,1,1,,,,6,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\parallel\ParallelMethodTest.java",6,1,1,,,,6,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\results\PrintableResultTest.java",3,1,1,,,,3,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\results\ResultMatchersTest.java",2,1,1,,,,2,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\BlockJUnit4ClassRunnerOverrideTest.java",10,1,1,,,,10,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\ClassRulesTest.java",10,1,1,,,,10,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\ExpectedExceptionRuleTest.java",27,1,1,,,,27,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\ExternalResourceRuleTest.java",4,1,1,,,,4,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\MethodRulesTest.java",35,1,1,,,,35,,,,1
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\NameRulesTest.java",5,1,1,,,,5,,,,1
